ym,n,long,short,disp,cash,spy,capin,ratio,vix
2017-05,93,0.0019878809449721314,-0.001505740485582275,0.0004821404593898565,0.000736480204599231,0.014112935616212186,2.8817312616398736,2.4801268851588167,10.82
2017-06,93,-0.005047123014855767,0.005250038133915197,0.00020291511905942954,0.0008424797313750058,0.006375230309995539,2.790800225960867,2.496466272679766,10.41
2017-07,93,0.0017273244822622108,-0.00710924192146735,-0.005381917439205139,0.0009297458962646564,0.02055389817119546,2.983036911514109,2.484645917054159,11.18
2017-08,93,-0.010801650815220205,0.008304119322669617,-0.002497531492550588,0.0009389635797036966,0.002918066961760779,2.8658365823762066,2.6010682297182606,10.26
2017-09,93,0.004682358983133284,-0.007366199171580895,-0.0026838401884476107,0.0009299166086031732,0.020148922971953365,2.9652234501036574,2.6074089328409906,10.59
2017-10,93,0.01243454767235447,-0.011702265029601077,0.0007322826427533929,0.0009317549129342347,0.023564282796977087,2.7734003894711514,2.7156871568667653,9.51
2017-11,93,-0.0011556182859379562,-0.017494494693397804,-0.01865011297933576,0.000929619455875242,0.030566136097257557,3.83247008187151,3.5057317216390502,10.18
2017-12,93,-0.021576474879786974,0.0008338986523141759,-0.0207425762274728,0.0010385227354655037,0.012128356855375833,4.136362880107372,3.414736648215464,11.28
2018-01,96,0.023104524736170463,-0.04186606152695202,-0.018761536790781557,0.0011247322921670412,0.05635837470094862,4.278102794294358,3.4957594541252512,11.04
2018-02,96,-0.02813699213962279,0.015009259478068863,-0.013127732661553926,0.0011385640310914488,-0.03636030738681917,3.7833213162155928,2.520658212181409,13.54
2018-03,96,-0.03657613008260746,0.02200397345935502,-0.014572156623252442,0.0012036484052661137,-0.027410348986241284,4.345822098057186,1.9750169695871695,19.85
2018-04,96,-0.01754684610308489,0.017175409422640175,-0.00037143668044471376,0.0013521717339423044,0.005168318269516803,3.9878058739192084,1.8014215031791636,19.97
2018-05,96,0.0005774977853269281,-0.005677741691887858,-0.00510024390656093,0.0013702328313353464,0.02430869383876466,3.2776824939755547,1.856139036227745,15.93
2018-06,96,-0.009376749110653717,0.011583410381462418,0.0022066612708087005,0.0014692256296008075,0.00575097682650183,3.1279804658808343,1.828763330359072,15.43
2018-07,96,0.010566881459683595,-0.017728330003166697,-0.007161448543483101,0.0015399171427566644,0.037046142082487465,3.251278989110088,1.8228779517298048,16.09
2018-08,96,0.01018998565220386,-0.01642158600290936,-0.006231600350705498,0.001551280849131734,0.03192062666043638,2.537328850362254,1.7840601797292124,12.83
2018-09,96,-0.0016340145788037214,0.008547833411646543,0.006913818832842821,0.0015839298559807535,0.005945455786425358,2.5273934781074736,1.7729287822383537,12.86
2018-10,96,-0.013139111156805272,0.013435171704150265,0.000296060547344993,0.0017821633201799397,-0.06910425210112048,2.3472153326060505,1.7470676105173788,12.12
2018-11,96,0.011579296756595721,0.005726621643226527,0.017305918399822248,0.0017728483415192242,0.018549061551430546,3.2991813716786966,1.4018953522757407,21.23
2018-12,96,-0.028316578916405596,0.02003082117937255,-0.008285757737033047,0.001836284054581307,-0.08804875854623961,2.9277151763185794,1.4616051684059255,18.07
2019-01,97,0.04632337736714759,-0.049192197033995605,-0.002868819666848016,0.0019284187219582622,0.08006609287528677,3.5790639020868937,1.2570507275605338,25.420000000000005
2019-02,97,0.02079363069330136,-0.012883610480991686,0.007910020212309675,0.0019553141496049093,0.03241546058176037,2.2342925197545322,1.203861208364993,16.57
2019-03,97,0.008036611300872352,-0.001002993825301456,0.007033617475570896,0.0019682956103994963,0.018100488210133436,1.993579565170303,1.2042538313847198,14.78
2019-04,97,0.02833910155493838,-0.024270723585905835,0.004068377969032543,0.0019787273632174943,0.04085230890273195,1.8812877743391228,1.2251144881881435,13.71
2019-05,97,-0.013797145236527529,0.014695180931629706,0.0008980356951021774,0.001955720759507033,-0.06377073590550375,1.8048154222410364,1.2281682210229725,13.119999999999997
2019-06,97,0.04841986482479704,-0.046542237345710794,0.0018776274790862496,0.0019351357923874535,0.06958613505834466,2.430128114918292,1.159616216020999,18.71
2019-07,97,0.00661823151394468,0.0022246102892392863,0.008842841803183966,0.0019621446681596156,0.015119471449440258,1.892766592019219,1.1206103203007602,15.079999999999998
2019-08,97,0.003928033850103766,0.018055359498313328,0.021983393348417094,0.0017388652494937057,-0.016743230399721587,2.0357605919039057,1.1275104171113732,16.12
2019-09,97,0.00029866068288322833,0.002384702695807984,0.0026833633786912123,0.00165898978247622,0.019457759831007282,2.4123657366929527,1.1347647611676204,18.98
2019-10,97,0.015062461549592027,-0.003251493326105602,0.011810968223486425,0.0014934693645650913,0.022104391718645644,2.0675826514694196,1.1366735441296179,16.24
2019-11,97,0.022736582658479727,-0.020305625041375914,0.0024309576171038134,0.001268737687097103,0.036198775180647846,1.7751468053855697,1.1988413594761873,13.22
2019-12,97,0.015806300068695413,-0.014048186042442071,0.0017581140262533414,0.0012703492148663205,0.02905498681748231,1.650383365188079,1.167573905138405,12.619999999999997
2020-01,96,0.005756014970156642,0.01527530248211144,0.02103131745226808,0.0012653886063045863,-0.00040354711421108913,2.0344304796449286,1.3318430073822787,13.780000000000001
2020-02,96,-0.0215023865804441,0.020884375817342496,-0.0006180107631016049,0.0012772456338520915,-0.07916579355684272,2.994002492246217,1.4336087984779422,18.84
2020-03,96,-0.04941178745790766,0.04446243705061611,-0.004949350407291553,0.0005120311644544083,-0.12487146305300578,5.4711696391861615,1.230515014945711,40.11
2020-04,96,0.050752880731156365,-0.06255474319549703,-0.011801862464340666,3.900747969275345e-05,0.12698385765346787,6.382048737391727,1.0753284800249885,53.54
2020-05,96,0.01832181867257212,-0.007883842874633399,0.01043797579793872,4.010632966955231e-05,0.047645359713394564,3.744808793074456,0.9892324143233961,34.15
2020-06,96,-0.007627015615987209,0.013470429182452651,0.005843413566465442,6.462217595853272e-05,0.017734114745758367,3.0667360622009285,1.005646180391925,27.51
2020-07,96,0.015110407563096786,-0.022804577995463177,-0.007694170432366391,7.24125535708409e-05,0.05889230612815477,3.449928572212121,1.0227454351440033,30.43
2020-08,96,0.038135638056563975,-0.0398904245805126,-0.0017547865239486218,8.103933324200815e-05,0.06979650077345712,2.7528001095902175,1.0152608112078032,24.46
2020-09,96,-0.022160553060229418,0.02927581556985219,0.007115262509622772,7.265077240823461e-05,-0.03744332906600323,3.1323034556871825,1.0699286748181263,26.41
2020-10,96,-0.018489982408040947,0.029231475069178427,0.01074149266113748,7.272753061993522e-05,-0.02493391286048441,3.02995917341969,1.0365399509429716,26.369999999999997
2020-11,96,0.07887569340209459,-0.062280309986496404,0.016595383415598186,7.18561200763565e-05,0.10877703737177957,4.191839898191316,0.9946080572809416,38.02
2020-12,96,0.018251472566343744,-0.01276455848543179,0.005486914080911953,7.320808357435715e-05,0.03704860516345265,2.389221900857127,1.0478077202947342,20.57
2021-01,96,-0.009733952972934334,0.025218659758202852,0.015484706785268518,7.293586482205726e-05,-0.010190489088611088,2.7521802372569777,1.0913269236529424,22.75
2021-02,96,0.01315354555548761,0.0099874294258983,0.02314097498138591,6.415815999788731e-05,0.02780546849632537,3.7627600031690256,1.0258152485293868,33.09
2021-03,96,0.02079891662265965,-0.012600637479270881,0.008198279143388769,5.6373080848184725e-05,0.04539954408860725,3.360432831683334,1.0846080053477356,27.949999999999996
2021-04,96,0.018948359655785906,-0.029288607264862085,-0.010340247609076179,5.662807900054261e-05,0.052910156345455484,2.923293141926968,1.3593460715300596,19.4
2021-05,96,-0.007031376375139564,0.014326074811088491,0.007294698435948927,4.844445097120855e-05,0.006565982424354022,3.111098057582895,1.5080881423132781,18.61
2021-06,96,0.002774776850366359,-0.00295175758633861,-0.00017698073597225122,6.481847828946279e-05,0.022427528509005645,2.7722825658058197,1.4921857152797733,16.76
2021-07,96,0.005731861907997329,-0.005888219465834693,-0.00015635755783736417,8.111453516404024e-05,0.024412471466121355,2.6625578031517145,1.5173212101059907,15.83
2021-08,96,0.0027675277300747967,-0.008350162925377339,-0.005582635195302542,7.279136569124377e-05,0.02975982420063894,2.944845745008296,1.456455149741694,18.24
2021-09,96,-0.022974112611190537,0.018268286277590463,-0.004705826333600074,6.48464288106168e-05,-0.04660538664938707,2.7303567840748184,1.494588349769908,16.48
2021-10,96,0.03496307480374207,-0.04170592313236885,-0.006742848328626781,6.419900606931383e-05,0.07016344038764677,3.7014908960292576,1.4430212600106962,23.14
